,0,1,2
7891.1,161.0,4.4441,9.2841
7891.2,162.0,6.8236,-0.37428
7891.3,163.0,3.4176,2.7728
7891.4,164.0,5.1181,6.086
7891.5,166.0,2.2046,1.5768
7891.6,167.0,3.4559,10.674
7892,160.0,2.6473,-0.71246
7892.1,161.0,4.4884,9.3881
7892.2,162.0,6.8303,-0.49659
7892.3,163.0,3.3967,2.6653
7892.4,164.0,5.1348,6.2055
7892.5,166.0,2.2503,1.6892
7892.6,167.0,3.4307,10.568
7893,160.0,2.6398,-0.81082
7893.1,161.0,4.5327,9.4922
7893.2,162.0,6.837,-0.6189
7893.3,163.0,3.3758,2.5578
7893.4,164.0,5.1515,6.325
7893.5,166.0,2.296,1.8015
7893.6,167.0,3.4056,10.461
7894,160.0,2.6324,-0.90918
7894.1,161.0,4.577,9.5963
7894.2,162.0,6.8437,-0.74121
7894.3,163.0,3.3549,2.4502
7894.4,164.0,5.1682,6.4445
7894.5,166.0,2.3417,1.9138
7894.6,167.0,3.3804,10.354
7895,160.0,2.625,-1.0075
7895.1,161.0,4.6213,9.7003
7895.2,162.0,6.8504,-0.86351
7895.3,163.0,3.3339,2.3427
7895.4,164.0,5.1849,6.5641
7895.5,166.0,2.3875,2.0261
7895.6,167.0,3.3552,10.248
7896,160.0,2.6175,-1.1255
7896.1,161.0,4.6505,9.8283
7896.2,162.0,6.8644,-0.9784
7896.3,163.0,3.2899,2.24
7896.4,164.0,5.1671,6.665
7896.5,166.0,2.4397,2.1695
7896.6,167.0,3.3296,10.139
7897,160.0,2.61,-1.2435
7897.1,161.0,4.6797,9.9562
7897.2,162.0,6.8785,-1.0933
7897.3,163.0,3.2458,2.1372
7897.4,164.0,5.1494,6.7659
7897.5,166.0,2.4919,2.3128
7897.6,167.0,3.3039,10.031
7898,160.0,2.6025,-1.3615
7898.1,161.0,4.7089,10.084
7898.2,162.0,6.8925,-1.2082
7898.3,163.0,3.2018,2.0345
7898.4,164.0,5.1316,6.8668
7898.5,166.0,2.5441,2.4562
7898.6,167.0,3.2782,9.9219
7899,160.0,2.595,-1.4795
7899.1,161.0,4.7382,10.212
7899.2,162.0,6.9065,-1.3231
7899.3,163.0,3.1577,1.9318
7899.4,164.0,5.1138,6.9678
7899.5,166.0,2.5964,2.5996
7899.6,167.0,3.2526,9.8132
7900,160.0,2.5875,-1.5975
7900.1,161.0,4.7674,10.34
7900.2,162.0,6.9205,-1.4379
7900.3,163.0,3.1137,1.8291
7900.4,164.0,5.0961,7.0687
7900.5,166.0,2.6486,2.7429
7900.6,167.0,3.2269,9.7046
7901,160.0,2.58,-1.7155
7901.1,161.0,4.7966,10.468
7901.2,162.0,6.9346,-1.5528
7901.3,163.0,3.0697,1.7263
7901.4,164.0,5.0783,7.1696
7901.5,166.0,2.7008,2.8863
7901.6,167.0,3.2013,9.5959
7902,160.0,2.5803,-1.8072
7902.1,161.0,4.8393,10.568
7902.2,162.0,6.9159,-1.636
7902.3,163.0,3.0248,1.6218
7902.4,164.0,5.0942,7.299
7902.5,166.0,2.7447,3.002
7902.6,167.0,3.2096,9.4798
7903,160.0,2.5806,-1.8988
7903.1,161.0,4.882,10.667
7903.2,162.0,6.8972,-1.7193
7903.3,163.0,2.98,1.5173
7903.4,164.0,5.11,7.4285
7903.5,166.0,2.7885,3.1177
7903.6,167.0,3.2178,9.3638
7904,160.0,2.5808,-1.9904
7904.1,161.0,4.9247,10.767
7904.2,162.0,6.8785,-1.8025
7904.3,163.0,2.9352,1.4128
7904.4,164.0,5.1259,7.5579
7904.5,166.0,2.8323,3.2334
7904.6,167.0,3.2261,9.2477
7905,160.0,2.5811,-2.0821
7905.1,161.0,4.9674,10.867
7905.2,162.0,6.8599,-1.8857
7905.3,163.0,2.8904,1.3083
7905.4,164.0,5.1418,7.6873
7905.5,166.0,2.8762,3.3491
7905.6,167.0,3.2344,9.1317
7906,160.0,2.5814,-2.1737
7906.1,161.0,5.0102,10.967
7906.2,162.0,6.8412,-1.9689
7906.3,163.0,2.8456,1.2038
7906.4,164.0,5.1576,7.8168
7906.5,166.0,2.92,3.4647
7906.6,167.0,3.2427,9.0156
7907,160.0,2.5816,-2.2653
7907.1,161.0,5.0529,11.067
7907.2,162.0,6.8225,-2.0521
7907.3,163.0,2.8008,1.0993
7907.4,164.0,5.1735,7.9462
7907.5,166.0,2.9638,3.5804
7907.6,167.0,3.2509,8.8995
7908,160.0,2.5902,-2.4232
7908.1,161.0,5.1007,11.177
7908.2,162.0,6.846,-2.1973
7908.3,163.0,2.7475,1.0011
7908.4,164.0,5.1822,8.0725
7908.5,166.0,2.9996,3.6856
7908.6,167.0,3.2515,8.851
7909,160.0,2.5987,-2.581
7909.1,161.0,5.1486,11.288
7909.2,162.0,6.8695,-2.3426
7909.3,163.0,2.6942,0.90276
7909.4,164.0,5.191,8.1988
7909.5,166.0,3.0354,3.7908
7909.6,167.0,3.2522,8.8024
7910,160.0,2.6072,-2.7389
7910.1,161.0,5.1965,11.399
7910.2,162.0,6.893,-2.4879
7910.3,163.0,2.6409,0.80446
7910.4,164.0,5.1997,8.3252
7910.5,166.0,3.0712,3.896
7910.6,167.0,3.2528,8.7538
7911,160.0,2.6157,-2.8967
7911.1,161.0,5.2444,11.51
7911.2,162.0,6.9165,-2.6331
7911.3,163.0,2.5876,0.70616
7911.4,164.0,5.2084,8.4515
7911.5,166.0,3.107,4.0012
7911.6,167.0,3.2534,8.7052
7912,160.0,2.6242,-3.0546
7912.1,161.0,5.2923,11.621
7912.2,162.0,6.94,-2.7784
7912.3,163.0,2.5343,0.60787
7912.4,164.0,5.2172,8.5778
7912.5,166.0,3.1427,4.1063
7912.6,167.0,3.254,8.6567
7913,160.0,2.6328,-3.2124
7913.1,161.0,5.3401,11.732
7913.2,162.0,6.9635,-2.9237
7913.3,163.0,2.481,0.50957
7913.4,164.0,5.2259,8.7041
7913.5,166.0,3.1785,4.2115
7913.6,167.0,3.2546,8.6081
7914,160.0,2.6494,-3.3154
7914.1,161.0,5.3677,11.84
7914.2,162.0,6.9697,-3.0357
7914.3,163.0,2.4268,0.40964
7914.4,164.0,5.2277,8.8275
7914.5,166.0,3.2207,4.3307
7914.6,167.0,3.1936,8.4496
7915,160.0,2.6659,-3.4184
7915.1,161.0,5.3953,11.948
7915.2,162.0,6.9758,-3.1477
7915.3,163.0,2.3726,0.30971
7915.4,164.0,5.2296,8.9509
7915.5,166.0,3.2629,4.4499
7915.6,167.0,3.1327,8.291
7916,160.0,2.6825,-3.5214
7916.1,161.0,5.4229,12.055
7916.2,162.0,6.982,-3.2597
7916.3,163.0,2.3184,0.20978
7916.4,164.0,5.2314,9.0743
7916.5,166.0,3.3051,4.5691
7916.6,167.0,3.0717,8.1325
7917,160.0,2.6991,-3.6244
7917.1,161.0,5.4505,12.163
7917.2,162.0,6.9882,-3.3718
7917.3,163.0,2.2642,0.10986
7917.4,164.0,5.2332,9.1976
7917.5,166.0,3.3473,4.6884
7917.6,167.0,3.0107,7.974
7918,160.0,2.7157,-3.7274
7918.1,161.0,5.4781,12.271
7918.2,162.0,6.9943,-3.4838
7918.3,163.0,2.21,0.0099273
7918.4,164.0,5.2351,9.321
7918.5,166.0,3.3895,4.8076
7918.6,167.0,2.9498,7.8155
7919,160.0,2.7323,-3.8304
7919.1,161.0,5.5057,12.379
7919.2,162.0,7.0005,-3.5958
7919.3,163.0,2.1558,-0.090001
7919.4,164.0,5.2369,9.4444
7919.5,166.0,3.4316,4.9268
7919.6,167.0,2.8888,7.6569
7920,160.0,2.7651,-3.8849
7920.1,161.0,5.5267,12.479
7920.2,162.0,6.9819,-3.6929
7920.3,163.0,2.1008,-0.17383
7920.4,164.0,5.2451,9.5721
7920.5,166.0,3.4657,5.0507
7920.6,167.0,2.8825,7.5555
7921,160.0,2.7979,-3.9394
7921.1,161.0,5.5477,12.578
7921.2,162.0,6.9633,-3.7899
7921.3,163.0,2.0458,-0.25765
7921.4,164.0,5.2532,9.6999
7921.5,166.0,3.4998,5.1747
7921.6,167.0,2.8762,7.4541
7922,160.0,2.8306,-3.9939
7922.1,161.0,5.5686,12.678
7922.2,162.0,6.9448,-3.887
7922.3,163.0,1.9908,-0.34148
7922.4,164.0,5.2614,9.8277
7922.5,166.0,3.5338,5.2986
7922.6,167.0,2.8699,7.3527
7923,160.0,2.8634,-4.0484
7923.1,161.0,5.5896,12.777
7923.2,162.0,6.9262,-3.984
7923.3,163.0,1.9359,-0.4253
7923.4,164.0,5.2696,9.9555
7923.5,166.0,3.5679,5.4226
7923.6,167.0,2.8636,7.2512
7924,160.0,2.8962,-4.103
7924.1,161.0,5.6106,12.876
7924.2,162.0,6.9077,-4.0811
7924.3,163.0,1.8809,-0.50913
7924.4,164.0,5.2777,10.083
7924.5,166.0,3.6019,5.5465
7924.6,167.0,2.8573,7.1498
7925,160.0,2.929,-4.1575
7925.1,161.0,5.6316,12.976
7925.2,162.0,6.8891,-4.1781
7925.3,163.0,1.8259,-0.59295
7925.4,164.0,5.2859,10.211
7925.5,166.0,3.636,5.6705
7925.6,167.0,2.851,7.0484
7926,160.0,2.9542,-4.2521
7926.1,162.0,6.8872,-4.2944
7926.2,163.0,1.786,-0.66765
7926.3,164.0,5.2808,10.335
7926.4,166.0,3.6692,5.7993
7926.5,167.0,2.8303,6.9592
7927,160.0,2.9794,-4.3467
7927.1,162.0,6.8854,-4.4106
7927.2,163.0,1.7461,-0.74236
7927.3,164.0,5.2756,10.46
7927.4,166.0,3.7024,5.9281
7927.5,167.0,2.8095,6.87
7928,160.0,3.0046,-4.4413
7928.1,162.0,6.8836,-4.5269
7928.2,163.0,1.7062,-0.81706
7928.3,164.0,5.2704,10.584
7928.4,166.0,3.7356,6.0569
7928.5,167.0,2.7888,6.7809
7929,160.0,3.0298,-4.536
7929.1,162.0,6.8817,-4.6431
7929.2,163.0,1.6663,-0.89176
7929.3,164.0,5.2653,10.709
7929.4,166.0,3.7689,6.1857
7929.5,167.0,2.768,6.6917
7930,160.0,3.055,-4.6306
7930.1,162.0,6.8799,-4.7594
7930.2,163.0,1.6264,-0.96646
7930.3,164.0,5.2601,10.833
7930.4,166.0,3.8021,6.3145
7930.5,167.0,2.7473,6.6026
7931,160.0,3.0802,-4.7252
7931.1,162.0,6.878,-4.8756
7931.2,163.0,1.5866,-1.0412
7931.3,164.0,5.2549,10.958
7931.4,166.0,3.8353,6.4432
7931.5,167.0,2.7266,6.5134
7932,163.0,1.4661,-1.151
7932.1,164.0,5.2626,11.087
7932.2,166.0,3.8538,6.5685
7932.3,167.0,2.7198,6.4387
7933,163.0,1.3455,-1.2608
7933.1,164.0,5.2703,11.215
7933.2,166.0,3.8723,6.6938
7933.3,167.0,2.713,6.364
7934,163.0,1.225,-1.3706
7934.1,164.0,5.278,11.344
7934.2,166.0,3.8908,6.8191
7934.3,167.0,2.7063,6.2893
7935,163.0,1.1045,-1.4804
7935.1,164.0,5.2857,11.473
7935.2,166.0,3.9093,6.9444
7935.3,167.0,2.6995,6.2145
7936,163.0,0.98401,-1.5902
7936.1,164.0,5.2934,11.602
7936.2,166.0,3.9279,7.0696
7936.3,167.0,2.6927,6.1398
7937,163.0,0.8635,-1.7
7937.1,164.0,5.3011,11.73
7937.2,166.0,3.9464,7.1949
7937.3,167.0,2.6859,6.0651
7938,163.0,0.7819,-1.7714
7938.1,164.0,5.2955,11.862
7938.2,166.0,3.9714,7.318
7938.3,167.0,2.672,5.9435
7939,163.0,0.70029,-1.8427
7939.1,164.0,5.2899,11.994
7939.2,166.0,3.9965,7.441
7939.3,167.0,2.6581,5.8218
7940,163.0,0.61869,-1.914
7940.1,164.0,5.2843,12.125
7940.2,166.0,4.0215,7.5641
7940.3,167.0,2.6442,5.7002
7941,163.0,0.53708,-1.9854
7941.1,164.0,5.2787,12.257
7941.2,166.0,4.0466,7.6871
7941.3,167.0,2.6303,5.5785
7942,163.0,0.45548,-2.0567
7942.1,164.0,5.2731,12.388
7942.2,166.0,4.0716,7.8102
7942.3,167.0,2.6164,5.4569
7943,163.0,0.37388,-2.1281
7943.1,164.0,5.2675,12.52
7943.2,166.0,4.0967,7.9332
7943.3,167.0,2.6025,5.3353
7944,163.0,0.29122,-2.2003
7944.1,164.0,5.3203,12.626
7944.2,166.0,4.121,8.0607
7944.3,167.0,2.6029,5.2354
7945,163.0,0.20856,-2.2726
7945.1,164.0,5.3732,12.733
7945.2,166.0,4.1454,8.1881
7945.3,167.0,2.6032,5.1355
7946,163.0,0.1259,-2.3449
7946.1,164.0,5.426,12.839
7946.2,166.0,4.1697,8.3156
7946.3,167.0,2.6036,5.0356
7947,163.0,0.043239,-2.4171
7947.1,164.0,5.4789,12.945
7947.2,166.0,4.1941,8.443
7947.3,167.0,2.6039,4.9357
7948,163.0,-0.039421,-2.4894
7948.1,164.0,5.5317,13.051
7948.2,166.0,4.2184,8.5704
7948.3,167.0,2.6043,4.8358
7949,163.0,-0.12208,-2.5616
7949.1,164.0,5.5846,13.157
7949.2,166.0,4.2428,8.6979
7949.3,167.0,2.6046,4.736
7950,166.0,4.2664,8.8294
7950.1,167.0,2.5903,4.6414
7951,166.0,4.2901,8.9608
7951.1,167.0,2.5759,4.5468
7952,166.0,4.3137,9.0923
7952.1,167.0,2.5615,4.4523
7953,166.0,4.3373,9.2238
7953.1,167.0,2.5472,4.3577
7954,166.0,4.361,9.3553
7954.1,167.0,2.5328,4.2632
7955,166.0,4.3846,9.4867
7955.1,167.0,2.5184,4.1686
7956,166.0,4.4144,9.6155
7956.1,167.0,2.4964,4.088
7957,166.0,4.4442,9.7443
7957.1,167.0,2.4744,4.0074
7958,166.0,4.474,9.8732
7958.1,167.0,2.4524,3.9269
7959,166.0,4.5037,10.002
7959.1,167.0,2.4304,3.8463
7960,166.0,4.5335,10.131
7960.1,167.0,2.4083,3.7657
7961,166.0,4.5633,10.26
7961.1,167.0,2.3863,3.6851
7962,166.0,4.5858,10.385
7962.1,167.0,2.3715,3.5879
7963,166.0,4.6083,10.511
7963.1,167.0,2.3566,3.4906
7964,166.0,4.6308,10.637
7964.1,167.0,2.3418,3.3933
7965,166.0,4.6534,10.762
7965.1,167.0,2.3269,3.296
7966,166.0,4.6759,10.888
7966.1,167.0,2.312,3.1987
7967,166.0,4.6984,11.013
7967.1,167.0,2.2972,3.1014
7968,166.0,4.7335,11.137
7968.1,167.0,2.2971,3.0282
7969,166.0,4.7685,11.26
7969.1,167.0,2.2971,2.9551
7970,166.0,4.8036,11.384
7970.1,167.0,2.2971,2.8819
7971,166.0,4.8386,11.507
7971.1,167.0,2.297,2.8087
7972,166.0,4.8737,11.63
7972.1,167.0,2.297,2.7356
7973,166.0,4.9088,11.754
7973.1,167.0,2.297,2.6624
7974,166.0,4.9302,11.874
7974.1,167.0,2.2514,2.5353
7975,166.0,4.9516,11.994
7975.1,167.0,2.2058,2.4081
7976,166.0,4.973,12.114
7976.1,167.0,2.1603,2.281
7977,166.0,4.9944,12.234
7977.1,167.0,2.1147,2.1539
7978,166.0,5.0158,12.355
7978.1,167.0,2.0691,2.0268
7979,166.0,5.0371,12.475
7979.1,167.0,2.0236,1.8996
8091,168.0,2.8516,6.9609
8092,168.0,2.8454,6.8278
8093,168.0,2.8391,6.6947
8094,168.0,2.8329,6.5615
8095,168.0,2.8267,6.4284
8096,168.0,2.8205,6.2953
8097,168.0,2.8143,6.1621
8098,168.0,2.7861,6.04
8099,168.0,2.758,5.9178
8100,168.0,2.7299,5.7957
8101,168.0,2.7018,5.6735
8102,168.0,2.6737,5.5514
8103,168.0,2.6456,5.4292
8104,168.0,2.646,5.3142
8105,168.0,2.6465,5.1991
8106,168.0,2.647,5.084
8107,168.0,2.6474,4.9689
8108,168.0,2.6479,4.8538
8109,168.0,2.6484,4.7387
8110,168.0,2.6783,4.6156
8111,168.0,2.7083,4.4924
8112,168.0,2.7382,4.3693
8113,168.0,2.7682,4.2461
8114,168.0,2.7981,4.123
8115,168.0,2.8281,3.9998
8115.1,169.0,4.9365,-3.1682
8115.2,170.0,-0.11717,-2.3936
8115.3,171.0,8.4364,-0.67584
8116,168.0,2.814,3.8794
8116.1,169.0,4.9476,-3.0185
8116.2,170.0,-0.050771,-2.323
8116.3,171.0,8.4289,-0.67648
8117,168.0,2.7999,3.7589
8117.1,169.0,4.9588,-2.8688
8117.2,170.0,0.015623,-2.2525
8117.3,171.0,8.4213,-0.67711
8118,168.0,2.7858,3.6385
8118.1,169.0,4.9699,-2.7191
8118.2,170.0,0.082018,-2.182
8118.3,171.0,8.4138,-0.67775
8119,168.0,2.7717,3.5181
8119.1,169.0,4.981,-2.5694
8119.2,170.0,0.14841,-2.1114
8119.3,171.0,8.4063,-0.67839
8120,168.0,2.7577,3.3976
8120.1,169.0,4.9921,-2.4197
8120.2,170.0,0.21481,-2.0409
8120.3,171.0,8.3988,-0.67903
8121,168.0,2.7436,3.2772
8121.1,169.0,5.0032,-2.2701
8121.2,170.0,0.2812,-1.9704
8121.3,171.0,8.3912,-0.67967
8122,168.0,2.7593,3.1484
8122.1,169.0,5.024,-2.186
8122.2,170.0,0.33899,-1.8922
8122.3,171.0,8.3837,-0.68031
8123,168.0,2.7749,3.0195
8123.1,169.0,5.0448,-2.1019
8123.2,170.0,0.39678,-1.8141
8123.3,171.0,8.3762,-0.68094
8124,168.0,2.7906,2.8907
8124.1,169.0,5.0655,-2.0179
8124.2,170.0,0.45457,-1.736
8124.3,171.0,8.3687,-0.68158
8125,168.0,2.8063,2.7619
8125.1,169.0,5.0863,-1.9338
8125.2,170.0,0.51236,-1.6579
8125.3,171.0,8.3611,-0.68222
8126,168.0,2.822,2.6331
8126.1,169.0,5.107,-1.8498
8126.2,170.0,0.57015,-1.5798
8126.3,171.0,8.3536,-0.68286
8127,168.0,2.8376,2.5042
8127.1,169.0,5.1278,-1.7657
8127.2,170.0,0.62794,-1.5017
8127.3,171.0,8.3461,-0.6835
8128,168.0,2.8457,2.4306
8128.1,169.0,5.1304,-1.6128
8128.2,170.0,0.66119,-1.4266
8128.3,171.0,8.3467,-0.69224
8129,168.0,2.8537,2.357
8129.1,169.0,5.133,-1.46
8129.2,170.0,0.69444,-1.3514
8129.3,171.0,8.3474,-0.70099
8130,168.0,2.8617,2.2833
8130.1,169.0,5.1355,-1.3071
8130.2,170.0,0.72769,-1.2763
8130.3,171.0,8.348,-0.70974
8131,168.0,2.8697,2.2097
8131.1,169.0,5.1381,-1.1543
8131.2,170.0,0.76095,-1.2012
8131.3,171.0,8.3487,-0.71848
8132,168.0,2.8777,2.1361
8132.1,169.0,5.1407,-1.0014
8132.2,170.0,0.7942,-1.1261
8132.3,171.0,8.3493,-0.72723
8133,168.0,2.8857,2.0625
8133.1,169.0,5.1433,-0.84859
8133.2,170.0,0.82745,-1.051
8133.3,171.0,8.3499,-0.73597
8134,168.0,2.8713,1.9443
8134.1,169.0,5.1461,-0.70778
8134.2,170.0,0.88419,-0.95708
8134.3,171.0,8.3594,-0.76163
8135,168.0,2.8569,1.8261
8135.1,169.0,5.149,-0.56696
8135.2,170.0,0.94094,-0.86316
8135.3,171.0,8.3689,-0.78729
8136,168.0,2.8425,1.7079
8136.1,169.0,5.1518,-0.42615
8136.2,170.0,0.99768,-0.76923
8136.3,171.0,8.3784,-0.81295
8137,168.0,2.8281,1.5897
8137.1,169.0,5.1546,-0.28534
8137.2,170.0,1.0544,-0.6753
8137.3,171.0,8.3878,-0.83861
8138,168.0,2.8137,1.4715
8138.1,169.0,5.1575,-0.14452
8138.2,170.0,1.1112,-0.58137
8138.3,171.0,8.3973,-0.86427
8139,168.0,2.7993,1.3533
8139.1,169.0,5.1603,-0.0037097
8139.2,170.0,1.1679,-0.48744
8139.3,171.0,8.4068,-0.88993
8140,168.0,2.7847,1.2243
8140.1,169.0,5.1784,0.12689
8140.2,170.0,1.2005,-0.38808
8140.3,171.0,8.4156,-0.90687
8141,168.0,2.7701,1.0953
8141.1,169.0,5.1966,0.25749
8141.2,170.0,1.2331,-0.28872
8141.3,171.0,8.4245,-0.92381
8142,168.0,2.7555,0.96633
8142.1,169.0,5.2148,0.38809
8142.2,170.0,1.2657,-0.18935
8142.3,171.0,8.4333,-0.94075
8143,168.0,2.7409,0.83735
8143.1,169.0,5.2329,0.51869
8143.2,170.0,1.2983,-0.08999
8143.3,171.0,8.4422,-0.95769
8144,168.0,2.7262,0.70836
8144.1,169.0,5.2511,0.64928
8144.2,170.0,1.3309,0.0093723
8144.3,171.0,8.451,-0.97462
8145,168.0,2.7116,0.57937
8145.1,169.0,5.2692,0.77988
8145.2,170.0,1.3634,0.10873
8145.3,171.0,8.4599,-0.99156
8146,168.0,2.6888,0.49091
8146.1,169.0,5.2796,0.90733
8146.2,170.0,1.4186,0.19114
8146.3,171.0,8.4612,-1.0092
8147,168.0,2.666,0.40246
8147.1,169.0,5.2899,1.0348
8147.2,170.0,1.4737,0.27354
8147.3,171.0,8.4625,-1.0268
8148,168.0,2.6432,0.314
8148.1,169.0,5.3002,1.1622
8148.2,170.0,1.5288,0.35595
8148.3,171.0,8.4638,-1.0445
8149,168.0,2.6204,0.22554
8149.1,169.0,5.3106,1.2897
8149.2,170.0,1.584,0.43835
8149.3,171.0,8.4651,-1.0621
8150,168.0,2.5976,0.13708
8150.1,169.0,5.3209,1.4171
8150.2,170.0,1.6391,0.52075
8150.3,171.0,8.4664,-1.0797
8151,168.0,2.5748,0.048623
8151.1,169.0,5.3312,1.5446
8151.2,170.0,1.6942,0.60316
8151.3,171.0,8.4677,-1.0973
8151.4,172.0,0.18883,-1.8132
8152,168.0,2.5126,-0.070886
8152.1,169.0,5.3414,1.6696
8152.2,170.0,1.7333,0.69176
8152.3,171.0,8.4539,-1.1163
8152.4,172.0,0.28665,-1.7229
8153,168.0,2.4504,-0.19039
8153.1,169.0,5.3515,1.7946
8153.2,170.0,1.7723,0.78036
8153.3,171.0,8.4401,-1.1353
8153.4,172.0,0.38447,-1.6326
8154,168.0,2.3881,-0.3099
8154.1,169.0,5.3616,1.9196
8154.2,170.0,1.8114,0.86896
8154.3,171.0,8.4262,-1.1543
8154.4,172.0,0.48229,-1.5424
8155,168.0,2.3259,-0.42941
8155.1,169.0,5.3718,2.0445
8155.2,170.0,1.8505,0.95757
8155.3,171.0,8.4124,-1.1733
8155.4,172.0,0.58011,-1.4521
8156,168.0,2.2637,-0.54892
8156.1,169.0,5.3819,2.1695
8156.2,170.0,1.8895,1.0462
8156.3,171.0,8.3986,-1.1923
8156.4,172.0,0.67793,-1.3619
8157,168.0,2.2015,-0.66843
8157.1,169.0,5.392,2.2945
8157.2,170.0,1.9286,1.1348
8157.3,171.0,8.3848,-1.2113
8157.4,172.0,0.77575,-1.2716
8158,168.0,2.146,-0.78964
8158.1,169.0,5.4017,2.4252
8158.2,170.0,1.9747,1.2311
8158.3,171.0,8.3778,-1.2208
8158.4,172.0,0.84048,-1.1854
8159,168.0,2.0905,-0.91084
8159.1,169.0,5.4113,2.5558
8159.2,170.0,2.0208,1.3273
8159.3,171.0,8.3709,-1.2303
8159.4,172.0,0.90521,-1.0992
8160,168.0,2.035,-1.032
8160.1,169.0,5.4209,2.6864
8160.2,170.0,2.067,1.4236
8160.3,171.0,8.364,-1.2398
8160.4,172.0,0.96994,-1.013
8161,168.0,1.9794,-1.1533
8161.1,169.0,5.4305,2.817
8161.2,170.0,2.1131,1.5199
8161.3,171.0,8.357,-1.2494
8161.4,172.0,1.0347,-0.92681
8162,168.0,1.9239,-1.2745
8162.1,169.0,5.4402,2.9477
8162.2,170.0,2.1592,1.6162
8162.3,171.0,8.3501,-1.2589
8162.4,172.0,1.0994,-0.8406
8163,168.0,1.8684,-1.3957
8163.1,169.0,5.4498,3.0783
8163.2,170.0,2.2054,1.7125
8163.3,171.0,8.3432,-1.2684
8163.4,172.0,1.1641,-0.7544
8164,168.0,1.8605,-1.3963
8164.1,169.0,5.4592,3.2063
8164.2,170.0,2.2507,1.8072
8164.3,171.0,8.3306,-1.3053
8164.4,172.0,1.2123,-0.67071
8165,168.0,1.8525,-1.397
8165.1,169.0,5.4686,3.3343
8165.2,170.0,2.2961,1.902
8165.3,171.0,8.3179,-1.3422
8165.4,172.0,1.2604,-0.58701
8166,168.0,1.8446,-1.3977
8166.1,169.0,5.4781,3.4623
8166.2,170.0,2.3415,1.9967
8166.3,171.0,8.3053,-1.3791
8166.4,172.0,1.3086,-0.50332
8167,168.0,1.8367,-1.3984
8167.1,169.0,5.4875,3.5903
8167.2,170.0,2.3869,2.0915
8167.3,171.0,8.2927,-1.416
8167.4,172.0,1.3567,-0.41963
8168,168.0,1.8288,-1.399
8168.1,169.0,5.4969,3.7183
8168.2,170.0,2.4323,2.1863
8168.3,171.0,8.2801,-1.4529
8168.4,172.0,1.4049,-0.33594
8169,168.0,1.8209,-1.3997
8169.1,169.0,5.5063,3.8463
8169.2,170.0,2.4777,2.281
8169.3,171.0,8.2675,-1.4898
8169.4,172.0,1.453,-0.25224
8170,169.0,5.5224,3.9799
8170.1,170.0,2.53,2.3586
8170.2,171.0,8.27,-1.5255
8170.3,172.0,1.5084,-0.15171
8171,169.0,5.5385,4.1135
8171.1,170.0,2.5822,2.4361
8171.2,171.0,8.2726,-1.5613
8171.3,172.0,1.5637,-0.051168
8172,169.0,5.5546,4.2471
8172.1,170.0,2.6345,2.5136
8172.2,171.0,8.2751,-1.597
8172.3,172.0,1.6191,0.04937
8173,169.0,5.5707,4.3808
8173.1,170.0,2.6867,2.5911
8173.2,171.0,8.2777,-1.6328
8173.3,172.0,1.6745,0.14991
8174,169.0,5.5867,4.5144
8174.1,170.0,2.739,2.6687
8174.2,171.0,8.2803,-1.6686
8174.3,172.0,1.7299,0.25045
8175,169.0,5.6028,4.648
8175.1,170.0,2.7912,2.7462
8175.2,171.0,8.2828,-1.7043
8175.3,172.0,1.7852,0.35099
8176,169.0,5.5973,4.7775
8176.1,170.0,2.8352,2.8382
8176.2,171.0,8.3083,-1.7382
8176.3,172.0,1.8243,0.44869
8177,169.0,5.5918,4.9069
8177.1,170.0,2.8792,2.9303
8177.2,171.0,8.3338,-1.7721
8177.3,172.0,1.8634,0.5464
8178,169.0,5.5863,5.0364
8178.1,170.0,2.9232,3.0223
8178.2,171.0,8.3593,-1.806
8178.3,172.0,1.9025,0.64411
8179,169.0,5.5807,5.1659
8179.1,170.0,2.9672,3.1144
8179.2,171.0,8.3848,-1.8399
8179.3,172.0,1.9416,0.74182
8180,169.0,5.5752,5.2954
8180.1,170.0,3.0111,3.2065
8180.2,171.0,8.4103,-1.8738
8180.3,172.0,1.9807,0.83953
8181,169.0,5.5697,5.4249
8181.1,170.0,3.0551,3.2985
8181.2,171.0,8.4358,-1.9077
8181.3,172.0,2.0198,0.93724
8182,169.0,5.5854,5.553
8182.1,170.0,3.0985,3.3812
8182.2,171.0,8.4358,-1.9077
8182.3,172.0,2.0659,1.034
8183,169.0,5.601,5.6811
8183.1,170.0,3.1419,3.4639
8183.2,171.0,8.4358,-1.9077
8183.3,172.0,2.112,1.1307
8184,169.0,5.6166,5.8092
8184.1,170.0,3.1853,3.5467
8184.2,171.0,8.4358,-1.9077
8184.3,172.0,2.1581,1.2275
8185,169.0,5.6323,5.9373
8185.1,170.0,3.2287,3.6294
8185.2,171.0,8.4358,-1.9077
8185.3,172.0,2.2042,1.3243
8186,169.0,5.6479,6.0654
8186.1,170.0,3.2721,3.7121
8186.2,171.0,8.4358,-1.9077
8186.3,172.0,2.2503,1.421
8187,169.0,5.6635,6.1935
8187.1,170.0,3.3155,3.7948
8187.2,171.0,8.4358,-1.9077
8187.3,172.0,2.2964,1.5178
8188,169.0,5.6719,6.3186
8188.1,170.0,3.3583,3.8763
8188.2,171.0,8.4358,-1.9077
8188.3,172.0,2.3418,1.613
